Longitude,Latitude,Name,Street,City,Zip,State
-92.063556,35.022134,Greystone Country Club,57 Greystone Blvd,Cabot,72023,AR
-92.861865,33.585389,Camden Country Club,1915 W Washington St,Camden,71701,AR
-92.735186,33.615139,Highland Golf Course,707 Highway 274,Camden,71701,AR
-94.236941,36.246757,The Creeks Golf Course LLC,1499 S Main St,Cave Springs,72718,AR
-91.551334,36.317763,Cherokee Village North Course,75 Pro Shop Rd,Cherokee Village,72529,AR
-91.595674,36.288613,Cherokee Village South Course,#5 Laguna Drive,Cherokee Village,72529,AR
-91.154559,34.69131,Pines Golf Club,18340 Hwy 79,Clarendon,72029,AR
-93.487037,35.450776,Clarksville Country Club,401 W Country Club Dr,Clarksville,72830,AR
-92.445717,35.584084,Red River Golf Club Inc,360 Factory Rd,Clinton,72031,AR
-92.501924,35.101208,Centennial Valley Golf Course,1600 Centennial Club Dr,Conway,72034,AR
-92.480488,35.086774,Conway Country Club,555 Country Club Rd,Conway,72034,AR
-92.483753,35.107429,Cadron Valley Country Club,3400 Irby Dr,Conway,72034,AR
-92.473809,35.049963,The Greens At Nutters Chapel,1705 S Salem Rd,Conway,72034,AR
-90.571705,36.40584,Victory Lake Golf Course,536 E Elm St,Corning,72422,AR
-91.896602,33.175525,Prairie Country Club,Highway #52 North,Crossett,71635,AR
-93.371005,35.105832,Chamberlyne Country Club,10614 Country Club Dr,Danville,72833,AR
-93.215378,35.25786,Lions Den Golf Club,11044 Bay Ridge Dr,Dardanelle,72834,AR
-94.278822,34.046782,De Queen Country Club and Lodge,Route 70 East,De Queen,71832,AR
-91.385147,34.305869,Oak Hills Country Club,RR 1,De Witt,72042,AR
-92.922129,36.46558,Diamond Hills Country Club,20701 Highway 7 North,Diamond City,72630,AR
-92.056779,35.559388,Tannenbaum Golf Club,5 Kustrin Dr,Drasco,72530,AR
-92.647674,33.236988,Lions Club Municipal Golf Course,East 19th & Martin Luther King Blvd,El Dorado,71730,AR
-92.661157,33.238957,El Dorado Golf & Country Club,101 Shady Side St,El Dorado,71730,AR
-92.731619,33.227591,The Resurrection Course at Mystic Creek,1000 N Wyatt,El Dorado,71730,AR
-92.011471,34.542492,England Country Club,Highway 161,England,72046,AR
-92.249026,35.619657,Indian Hills Country Club,Snead Drive,Fairfield Bay,72088,AR
-92.288285,35.610854,Mountain Ranch Golf Club,820 Lost Creek Pkwy,Fairfield Bay,72088,AR
-94.262382,36.012815,Golf Club At Valley View,11520 Club House Pkwy,Farmington,72730,AR
-94.157179,36.029947,Fayetteville Country Club,3335 S Country Club Dr,Fayetteville,72701,AR
-94.130007,36.118802,Paradise Valley Athletic Club,3728 N Old Missouri Rd,Fayetteville,72703,AR
-94.201823,36.13177,Blessings Golf Club,5826 Clear Creek Blvd,Fayetteville,72704,AR
-94.159746,36.09962,Lakeside Par 3,200 W Village Lake Dr,Fayetteville,72703,AR
-94.19474,36.097964,Razorback Park Golf Course,2514 W Lori Dr,Fayetteville,72704,AR
-94.112647,36.045276,Stonebridge Meadows Golf Club,3495 E Goff Farm Rd,Fayetteville,72701,AR
-94.211993,36.079466,The Links At Fayetteville,2300 W Player Ln,Fayetteville,72704,AR
-92.469942,33.813018,Fordyce Country Club,Country Club Road,Fordyce,71742,AR
-90.780207,35.008165,Forrest City Country Club,922 E Cross St,Forrest City,72335,AR
-90.767642,35.060809,Ridgecrest Country Club,Barrow Hill Road,Forrest City,72335,AR
-94.354514,35.326029,Ben Geren Regional Park Golf Course,7200 Zero St,Fort Smith,72903,AR
-94.413055,35.293613,Fianna Hills Country Club,1 Essex Pl,Fort Smith,72908,AR
-94.384052,35.349195,Hardscrabble Country Club,5211 Cliff Dr,Fort Smith,72903,AR
-94.370373,35.425037,Fort Smith Country Club,5500 Midland Blvd,Fort Smith,72904,AR
-94.370224,35.318144,The First Tee of Fort Smith  The Jack Stephens Yo,5800 Geren Rd,Fort Smith,72916,AR
-94.37663,35.326946,The Links of Fort Smith,5100 S Zero St,Fort Smith,72903,AR
-93.505799,34.338358,Glenwood Country Club,584 Highway 70 E,Glenwood,71943,AR
-92.31987,35.279956,Persimmon Ridge Golf Club,1 Fairway Dr,Greenbrier,72058,AR
-94.226664,35.200598,Vache Grasse Country Club,891 Country Club Road,Greenwood,72936,AR
-93.142201,33.872164,Red Martin Country Club,1661 Highway 53 S,Gurdon,71743,AR
-93.127951,36.263359,Harrison Country Club,Highway 62,65 North,rrison,AR
-93.137437,36.253133,The Links At Harrison,1919 Club Cir,Harrison,72601,AR
-91.575256,34.822943,Grand Prairie Country Club,682 Country Club Rd,Hazen,72064,AR
-92.106171,35.496522,Red Apple Inn & Country Club,325 Club Dr,Heber Springs,72543,AR
-91.966041,35.504502,Lost Creek Golf Club,1104 Industrial Park Rd,Heber Springs,72543,AR
-91.961962,35.486465,Riverland Country Club,175 Riverland Dr,Heber Springs,72543,AR
-92.039816,35.523462,Thunderbird Country Club,2909 Case Ford Rd,Heber Springs,72543,AR
-93.72561,36.461261,Holiday Island Golf Course,1 Country Club Dr,Holiday Island,72631,AR
-93.579263,33.631352,Hope Country Club,3605 Patmos Rd,Hope,71801,AR
-91.759992,36.218556,Cedar Glade Golf Club,900 4th Street,Horseshoe Bend,72512,AR
-91.764348,36.229235,The Course At Turkey Mountain,3 Club Rd,Horseshoe Bend,72512,AR
-93.009484,34.546205,Belvedere Country Club,385 Belvedere Dr,Hot Springs National Park,71901,AR
-92.938687,34.634737,Balboa Golf Course,111 Balboa Way,Hot Springs Village,71909,AR
-92.946674,34.643742,Coronado Golf Course,199 Surtidor Way,Hot Springs Village,71909,AR
-92.985694,34.699148,Cortez Golf Course,299 Cortez Rd,Hot Springs Village,71909,AR
-93.042658,34.667498,DeSoto Golf Course,102 Clubhouse Dr,Hot Springs Village,71909,AR
-92.86302,34.649326,Granada Golf Course,250 Maderas Dr,Hot Springs Village,71909,AR
-92.86296,34.635184,Isabella Golf Course,110 Iniciador Way,Hot Springs Village,71909,AR
-92.89353,34.626501,Magellan Golf Course,451 Ponce de Leon Dr,Hot Springs Village,71909,AR
-92.893593,34.650653,Ponce De Leon Golf Course,300 Ponce de Leon Dr,Hot Springs Village,71909,AR
-92.863411,34.641651,Diamante Golf & Country Club,2000 Country Club Dr,Hot Springs Village,71909,AR
-92.949232,34.437534,Diamondhead Golf & Country Club,245 Independence Dr,Hot Springs,71913,AR
-93.030801,34.480592,Hot Springs Country Club,101 Country Club Dr,Hot Springs,71901,AR
-92.979683,34.456312,Lakeside Golf Club,418 Wilsons Lake Rd,Hot Springs,71901,AR
-92.983786,34.470837,Lakeview Golf Club,121 Essex Park Ter,Hot Springs,71901,AR
-93.013932,34.513328,Magic Hills Public Golf Course,1873 E Grand Ave,Hot Springs,71901,AR
-92.669502,35.070607,Bunker Hill Golf Course,8 Bunker Hill Dr,Houston,72070,AR
-93.765053,36.084287,Oakridge Golf Course,Highway 74 West,Huntsville,72740,AR
-92.083817,34.89208,Foxwood Golf Club,701 Foxwood Dr,Jacksonville,72076,AR
-92.167757,34.948717,Hickory Creek Golf Course,8933 Arrington Rd,Jacksonville,72076,AR
-90.692519,35.82864,Jonesboro Country Club,1408 E Nettleton Ave,Jonesboro,72401,AR
-90.77086,35.813537,RidgePointe Country Club,2510 Ridgepointe Dr,Jonesboro,72404,AR
-90.681585,35.792648,Links At Jonesboro,1424 Links Cir,Jonesboro,72404,AR
-90.636611,35.887027,Sage Meadows Golf Course,4406 Clubhouse Dr,Jonesboro,72401,AR
-91.263602,33.36141,Lake Village Country Club,3309 Lakeshore Dr N,Lake Village,71653,AR
-90.66307,34.576837,West Helena Municipal Golf Course,587 Phillips 221,Lexa,72355,AR
-92.146144,34.895409,Deer Run Golf Course LRAFB,1075 Cannon Dr,Little Rock Air Force Base,72099,AR
-92.357074,34.694825,Hindman Golf Course,60 Brookview Dr,Little Rock,72209,AR
-92.317886,34.779182,Rebsamen Park Golf Course,3400 Rebsamen Park Rd,Little Rock,72202,AR
-92.334989,34.751879,War Memorial Golf Course,5511 W Markham St,Little Rock,72205,AR
-92.322689,34.771807,Country Club of Little Rock,4200 Country Club Blvd,Little Rock,72207,AR
-92.405525,34.779389,Pleasant Valley Country Club,2 Pleasant Valley Dr,Little Rock,72212,AR
-92.473894,34.780896,Chenal Country Club,10 Chenal Club Blvd,Little Rock,72223,AR
-92.42943,34.675311,Eagle Hill Golf & Athletic Club,3 Eagle Hill Ct Ste 3A,Little Rock,72210,AR
-92.347679,34.711672,The First Tee of Central Arkansas,#1 The First Tee Way,Little Rock,72204,AR
-91.924208,34.79164,Lonoke Golf Course,505 Mallard Point Dr,Lonoke,72086,AR
-92.721215,33.405716,Pine Hills Golf & Tennis Club,3111 Ouachita 67,Louann,71751,AR
-94.145548,36.254758,The Links at Lowell,105 N Dixieland St,Lowell,72745,AR
-92.3651,34.634354,Lakeview Country Club,8500 Castle Valley Rd,Mabelvale,72103,AR
-93.761569,35.221893,Meadowbrook Golf and Country Club,6396 N State Highway 109,Magazine,72943,AR
-93.214085,33.196322,Magnolia Country Club,1711 Highway 79 S,Magnolia,71753,AR
-92.737872,34.285422,Malvern Country Club,473 Clubhouse Ln,Malvern,72104,AR
-90.172912,35.89492,Big Lake Country Club,Highway 77 North,Manila,72442,AR
-90.771351,34.774623,Marianna Country Club,418 W Chestnut St,Marianna,72360,AR
-90.20577,35.197191,Marion Golf & Athletic Club,303 Club Cir,Marion,72364,AR
-90.42004,35.564851,Three Rivers Country Club,34441 Country Club Rd,Marked Tree,72365,AR
-92.409534,34.846844,Maumelle Golf & Country Club,100 Club Manor Dr,Maumelle,72113,AR
-92.397051,34.843243,The Country Club of Arkansas,3 Country Club Cir,Maumelle,72113,AR
-91.351071,33.602111,Delta Country Club,Highway 4 East,Mc Gehee,71654,AR
-91.842261,36.067112,Coopers Hawk,Highway 69 Spur,Melbourne,72556,AR
-94.205659,34.582534,Mena Golf Club,500 Lyons Park Road,Mena,71953,AR
-94.180667,34.581392,Ouachita Golf & Country Club,123 Country Club Ln,Mena,71953,AR
-91.81124,33.657029,Monticello Country Club,134 Golf Course Dr,Monticello,71655,AR
-92.770682,35.161546,Morrilton Golf & Country Club,1000 Country Club Rd,Morrilton,72110,AR
-92.42101,36.320459,Big Creek Golf & Country Club,452 Country Club Dr,Mountain Home,72653,AR
-92.355932,36.353721,Twin Lakes Golf Club,70 Elk Way,Mountain Home,72653,AR
-92.09809,35.877822,Pine Hills Golf Course,HC 71 Box 391,Mountain View,72560,AR
-93.89469,33.934454,Nashville Country Club,283 Country Club Rd,Nashville,71852,AR
-91.26923,35.598412,Newport Country Club,703 Walker Dr,Newport,72112,AR
-91.211681,35.607167,Village Creek Golf Inc,Stegal Road,Newport,72112,AR
-92.303719,34.79521,Burns Park Golf Course,30 Championship Dr,North Little Rock,72118,AR
-92.28939,34.773243,Emerald Park Golf Course,2200 Fort Roots Dr,North Little Rock,72114,AR
-92.284638,34.829737,Camp Robinson Golf Course,Camp Robinson,North Little Rock,72118,AR
-92.211304,34.912735,Pine Valley Golf Course,9311 Tom Box Road,North Little Rock,72120,AR
-92.128135,34.745309,Stonelinks Golf Course,110 Highway 391 N,North Little Rock,72117,AR
-92.386995,34.836185,The Links At the Rock,12025 Paul Eells Dr,North Little Rock,72113,AR
-90.017434,35.707895,Osceola Golf Course,Country Club Road,Osceola,72370,AR
-93.794279,35.475036,Ozark Recreation Assoc.Club,6624 Ozark Lock & Dam Road,Ozark,72949,AR
-90.530849,36.037997,Paragould Country Club,3300 Pruetts Chapel Rd,Paragould,72450,AR
-90.513536,36.070946,Fox Hills Golf Club,2105 Country Club Rd,Paragould,72450,AR
-94.119635,36.421723,Big Sugar Golf Club,1101 Sugar Creek Rd,Pea Ridge,72751,AR
-91.483168,33.846977,Walnut Lake Country Club,100 Country Club Lane,Pickens,71662,AR
-90.198594,36.392341,Sugar Creek Country Club,Country Club Road,Piggott,72454,AR
-92.03916,34.238235,Jaycee Memorial Golf Course,Oakland Park Dr,Pine Bluff,71601,AR
-92.012536,34.183317,Pine Bluff Country Club,1100 Country Club Ln,Pine Bluff,71603,AR
-92.015629,34.146433,Rosswood Country Club,7619 Rosswood Rd,Pine Bluff,71603,AR
-91.987768,34.248173,Harbor Oaks Golf Club,1 Harbor Oaks Drive,Pine Bluff,71611,AR
-92.041522,34.239353,Pine Haven Golf Course,Pine Bluff Arsenal,Pine Bluff,71602,AR
-91.004824,36.320579,Rolling Hills Country Club,2365 Country Club Rd,Pocahontas,72455,AR
-93.048974,35.236504,Galla Creek Golf Course,141 Golf Club Lane,Pottsville,72858,AR
-93.375973,33.819946,Prescott Country Club,Highway #67 North,Prescott,71857,AR
-93.891908,35.303258,Little Creek Recreation Club,Highway #22 West,Ratcliff,72951,AR
-94.14766,36.360599,Lost Springs Golf and Athletic Club,3024 N 22nd St,Rogers,72756,AR
-94.199156,36.29657,Pinnacle Country Club,3 Clubhouse Dr,Rogers,72758,AR
-94.21863,36.287578,Shadow Valley Country Club,7001 Shadow Valley Rd,Rogers,72758,AR
-94.06382,36.333097,Prairie Creek Country Club,1585 Roundtree Dr,Rogers,72756,AR
-94.163407,36.29113,The Greens on Blossom Way,2808 S 28th Pl,Rogers,72758,AR
-92.581795,34.867591,Alotian Golf Club,101 Alotian Dr,Roland,72135,AR
-93.137174,35.340506,Russellville Country Club,Highway 7,Russellville,72801,AR
-91.779285,35.235572,Searcy Country Club,2729 W Country Club Rd,Searcy,72143,AR
-91.698172,35.253536,The Course at River Oaks,1 Golf Course Dr,Searcy,72143,AR
-92.449557,34.30182,Sheridan Country Club,Highway 270 West,Sheridan,72150,AR
-92.194969,34.832079,The Links at Sherwood,3434 E Kiehl Ave,Sherwood,72120,AR
-94.518608,36.227188,Dawn Hill Country Club,13890 Turnberry Ln,Siloam Springs,72761,AR
-94.521842,36.193528,Siloam Spring Country Club,801 N Country Club Rd,Siloam Springs,72761,AR
-94.144024,36.141431,Springdale Country Club,4705 S Thompson St,Springdale,72764,AR
-94.198962,36.186549,Brush Creek Golf Course,6220 Har Ber Ave,Springdale,72762,AR
-94.176033,36.170925,The Links At Springdale,4097 Links Dr,Springdale,72762,AR
-91.526679,34.479492,Stuttgart Country Club,Highway 130 East,Stuttgart,72160,AR
-94.017509,33.407402,Texarkana Country Club,1 Country Club Ln,Texarkana,71854,AR
-94.039214,33.472331,Links at Texarkana,333 Links Dr,Texarkana,71854,AR
-94.030286,33.39901,South Haven Golf Club,2321 Line Ferry Rd,Texarkana,71854,AR
-90.494768,35.660396,Trumann Country Club,Country Club Boulevard,Trumann,72472,AR
-94.346032,35.450315,Cedars Country Club,1301 City Park Road,Van Buren,72956,AR
-94.039063,34.944902,Waldron Country Club,Rena Owens Dr,Waldron,72958,AR
-90.9211,36.131943,Walnut Ridge Country Club,249 Lawrence 408,Walnut Ridge,72476,AR
-92.068389,33.553631,Warren Country Club,525 US Highway 63 S,Warren,71671,AR
-90.635456,34.531428,Helena Country Club,719 Walden Ridge Drive,West Helena,72390,AR
-90.211742,35.146244,Meadowbrook Country Club,1250 W Broadway St,West Memphis,72301,AR
-94.412623,33.924063,Little River Country Club,392 Country Club Rd,Winthrop,71866,AR
-91.040046,35.193922,The Resort At Village Creek,4268 Hwy 284,Wynne,72396,AR
-90.798047,35.25416,Crowley Ridge Country Club,768 Highway 64,Wynne,72396,AR
-112.849399,32.45322,Ajo Country Club,77 W Mead Rd,Ajo,85321,AZ
-109.1533,33.824583,Alpine Country Club,100 Country Club Road,Alpine,85920,AZ
-112.118278,33.864935,Anthem Golf & Country Club,2708 W Anthem Club Dr,Anthem,85086,AZ
-111.546234,33.40578,Roadhaven Golf Course,1000 S Idaho Rd,Apache Junction,85219,AZ
-111.563232,33.384605,Apache Creek Golf Club,3401 S Ironwood Dr,Apache Junction,85220,AZ
-111.463136,33.382644,Superstition Mountain Club,8000 E Club Village Dr,Apache Junction,85218,AZ
-111.672419,32.75558,Arizona City Golf Club,13939 E Cleator,Arizona City,85223,AZ
-112.317851,33.445263,Coldwater Golf Club,100 N Clubhouse Dr,Avondale,85323,AZ
-113.174658,34.574866,Mesa View Golf Course,4 Ash Street,Bagdad,86321,AZ
-110.298362,31.979607,San Pedro Golf Course,926 N Madison Ave,Benson,85602,AZ
-110.28251,31.949359,Turquoise Hills Family Golf Center,800 E Country Club Rd,Benson,85602,AZ
-112.618988,33.666066,Copper Canyon Golf Club,26577 W Desert Vista Blvd,Buckeye,85396,AZ
-112.515548,33.496201,Raven Golf Club At Verrado,4242 N Golf Dr,Buckeye,85396,AZ
-112.554279,33.439915,Sundance Golf Club,900 North Sundance Pkwy,Buckeye,85326,AZ
-114.603452,35.082277,Chaparral Golf & Country Club,1260 Mohave Dr,Bullhead City,86442,AZ
-114.527224,35.137459,Laughlin Ranch Golf Club,1360 William Hardy Dr,Bullhead City,86429,AZ
-111.908507,33.821838,Desert Forest Golf Club,37207 N Mule Train Rd,Carefree,85377,AZ
-111.926371,33.803453,The Boulders Resort Golf Club,34831 N Tom Darlington Drive,Carefree,85377,AZ
-111.926371,33.803453,The Boulders Resort Golf Club,34831 N Tom Darlington Drive,Carefree,85377,AZ
-111.774245,32.900659,Dave White Municipal Golf Course,2121 N Thornton Rd,Casa Grande,85222,AZ
-111.847234,32.880215,Francisco Grande Resort and Golf Course,12684 W Gila Bend Hwy,Casa Grande,85193,AZ
-111.671746,32.870491,Mission Royale Golf Club,11 Mission Royale South 1,Casa Grande,85222,AZ
-111.705073,32.88689,Palm Creek Golf & RV Resort,1110 N Henness Rd,Casa Grande,85222,AZ
-111.765289,32.91618,Tierra Grande Golf Club,813 W Calle Rosa,Casa Grande,85222,AZ
-111.985701,33.75902,Tatum Ranch Golf Course,29888 N Tatum Ranch Dr,Cave Creek,85331,AZ
-111.995124,33.790935,Dove Valley Ranch,33750 N Black Mountain Pkwy,Cave Creek,85331,AZ
-111.955382,33.832267,Rancho Manana Golf Club,5734 E Rancho Manana Blvd,Cave Creek,85331,AZ
-111.880049,33.21159,Sun Lakes Country Club,25425 N Sunlakes Blvd,Chandler,85248,AZ
-111.832128,33.2188,Bear Creek Golf Course,500 E Riggs Rd,Chandler,85249,AZ
-111.848682,33.224324,Ironwood Golf Club,550 W Champagne Dr,Chandler,85248,AZ
-111.78242,33.21515,Lone Tree Golf Club,6262 S Mountain Blvd,Chandler,85249,AZ
-111.871932,33.249948,Ocotillo Golf Resort,3751 S Clubhouse Dr,Chandler,85248,AZ
-111.842187,33.303516,San Marcos Golf Resort,1 N San Marcos Pl,Chandler,85225,AZ
-111.821787,33.211449,Springfield Golf Resort,1200 E St Andrews Blvd,Chandler,85249,AZ
-111.809432,33.215485,SunBird Golf Club,6240 S Sunbird Blvd,Chandler,85249,AZ
-111.986398,33.271388,Whirlwind Golf Club,5692 W North Loop Rd,Chandler,85226,AZ
-109.633792,34.435647,Concho Valley Country Club,7 CR 5100,Concho,85924,AZ
-111.964056,34.72721,Verde Santa Fe Golf Club,645 Verde Sante Fe Pkwy,Cornville,86325,AZ
-110.772278,31.956685,Santa Rita Golf Club,16461 S Houghton Rd,Corona de Tucson,85641,AZ
-112.045125,34.747123,Pine Shadows Golf Course,1480 W Groseta Ranch Rd,Cottonwood,86326,AZ
-112.26407,34.558657,Prescott Golf & Country Club,1030 N Prescott Country Club Blvd,Dewey,86327,AZ
-112.250966,34.549587,Quail Wood Greens Golf Course,12200 E State Route 69,Dewey,86327,AZ
-109.54111,31.37443,Douglas Golf and Social Club,1372 E Fairway Dr,Douglas,85607,AZ
-109.193156,32.901486,Greenlee Country Club,Highway 75,Duncan,85534,AZ
-109.305222,33.951865,River Run Golf Course,21 N Grist Mill Rd,Eagar,85925,AZ
-112.32455,33.58828,Pueblo Golf Course,11201 N El Mirage Rd,El Mirage,85335,AZ
-111.619345,32.769781,Grande Valley Golf Club,1505 N Toltec Rd,Eloy,85231,AZ
-111.640113,32.815564,Robson Ranch Golf Club,5750 N Robson Blvd,Eloy,85131,AZ
-111.59019,35.198908,Aspen Valley Golf Club,1855 N Continental Dr,Flagstaff,86004,AZ
-111.711653,35.180781,Flagstaff Ranch Golf Club,3605 S Flagstaff Ranch Rd,Flagstaff,86001,AZ
-111.703289,35.116884,Forest Highlands Golf Club,1 Forest Highlands,Flagstaff,86001,AZ
-111.636054,35.165942,Pine Canyon Club,3000 S Clubhouse Cir,Flagstaff,86001,AZ
-111.579628,35.201932,Continental Country Club,2380 N Oakmont Dr,Flagstaff,86004,AZ
-111.37906,33.074103,3 Parks Fairways,3841 N Florence Blvd,Florence,85232,AZ
-111.501682,33.093279,Oasis Golf Club,5764 E Hunt Hwy,Florence,85232,AZ
-111.468435,33.062366,Poston Butte Golf Club,6100 W Merrill Ranch Pkwy,Florence,85132,AZ
-110.312319,31.548298,Mountain View Golf Course,Bldg 15479,Fort Huachuca,85613,AZ
-111.685984,33.581894,We Ko Pa Golf Club,18200 E Toh Vee Cir,Fort McDowell,85264,AZ
-114.585486,34.986853,Desert Lakes Golf Course,5835 S Desert Lakes Dr,Fort Mohave,86426,AZ
-114.569636,34.971767,Los Lagos Golf Course,6365 S Entrada Via Verdes,Fort Mohave,86427,AZ
-111.737096,33.578224,FireRock Country Club,16000 E Firerock Country Club Dr,Fountain Hills,85268,AZ
